"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","GSRank","DOI_missing","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"113","10.1177/1948550617709113","Back to the future: Methodologies that capture real people in the real world","back to the future methodologies that capture real",14,"HK Cheung, M Hebl, EB King…",2017,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617709113",83,FALSE,14,2.33,4,4,6,"This article argues that social and personality psychology theory and findings have been unnecessarily hampered by our reliance on a set of methodological lenses that sacrifice …","https://www.researchgate.net/profile/Ho-Kwan-Cheung-2/publication/318729078_Back_to_the_Future_Methodologies_That_Capture_Real_People_in_the_Real_World/links/59cffd47aca2721f43619a7c/Back-to-the-Future-Methodologies-That-Capture-Real-People-in-the-Real-World.pdf","https://scholar.google.com/scholar?q=related:cZ5ud2W_MCoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"114","10.1177/1948550617709114","An introduction to social network analysis for personality and social psychologists","an introduction to social network analysis for per",94,"A Clifton, GD Webster",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617709114",23,FALSE,94,15.67,47,2,6,"Social network analysis (SNA) is a methodology for studying the connections and behavior of individuals within social groups. Despite its relevance to social and personality …","https://www.researchgate.net/profile/Allan-Clifton/publication/317630513_An_Introduction_to_Social_Network_Analysis_for_Personality_and_Social_Psychologists/links/5de695e84585159aa45f58ed/An-Introduction-to-Social-Network-Analysis-for-Personality-and-Social-Psychologists.pdf","https://scholar.google.com/scholar?q=related:gAgX0R52Rl0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"115","10.1177/1948550617709115","New frontiers in ambulatory assessment: Big data methods for capturing couples' emotions, vocalizations, and physiology in daily life","new frontiers in ambulatory assessment big data me",46,"AC Timmons, BR Baucom, SC Han…",2017,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617709115",43,FALSE,46,7.67,12,4,6,"With the increasing use of smartphone technologies and wearable biosensors, we are currently undergoing what many have termed a “data revolution,” where intensive …","https://sail.usc.edu/publications/files/timmonsspps2017.pdf","https://scholar.google.com/scholar?q=related:2swyrrMGXnsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"116","10.1177/1948550617709827","Network analysis on attitudes: a brief tutorial","network analysis on attitudes a brief tutorial",174,"J Dalege, D Borsboom…; D Jonas, B Denny, LJ van der Maas Han",2017,"… personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617709827",11,FALSE,171,28.5,57,3,6,"In this article, we provide a brief tutorial on the estimation, analysis, and simulation on attitude networks using the programming language R. We first discuss what a network is and …","https://journals.sagepub.com/doi/full/10.1177/1948550617709827","https://scholar.google.com/scholar?q=related:Omz-Ij6Mpq0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"117","10.1177/1948550617711226","Moral judgments and social stereotypes: Do the age and gender of the perpetrator and the victim matter?","moral judgments and social stereotypes do the age ",11,"Q Chu, D Grühn",2018,"… psychological and personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617711226",94,FALSE,11,2.2,6,2,5,"We investigated how moral judgments were influenced by (a) the age and gender of the moral perpetrator and victim,(b) the moral judge's benevolent ageism and benevolent …","https://www.researchgate.net/profile/Qiao-Chu-4/publication/317674052_Moral_Judgments_and_Social_Stereotypes_Do_the_Age_and_Gender_of_the_Perpetrator_and_the_Victim_Matter/links/5b314c924585150d23d44227/Moral-Judgments-and-Social-Stereotypes-Do-the-Age-and-Gender-of-the-Perpetrator-and-the-Victim-Matter.pdf","https://scholar.google.com/scholar?q=related:NAeQ80Sx0jgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"118","10.1177/1948550617711227","How Facebook is perceived and used by people across cultures: The implications of cultural differences in the use of Facebook","how facebook is perceived and used by people acros",30,"S Hong, J Na",2018,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617711227",56,FALSE,30,6,15,2,5,"Facebook is a relatively new tool launched in 2004, and yet it is quickly attracting numerous people around the world. The current work examined not only how Facebook is perceived …",NA,"https://scholar.google.com/scholar?q=related:wXukSqeKYqcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"119","10.1177/1948550617711228","The language of religious affiliation: social, emotional, and cognitive differences","the language of religious affiliation social emoti",27,"DB Yaden, JC Eichstaedt, ML Kern…",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617711228",52,FALSE,27,5.4,7,4,5,"Religious affiliation is an important identifying characteristic for many individuals and relates to numerous life outcomes including health, well-being, policy positions, and cognitive style …","https://www.researchgate.net/profile/David-Yaden/publication/319232406_The_Language_of_Religious_Affiliation_Social_Emotional_and_Cognitive_Differences/links/599da0a745851574f4b346a9/The-Language-of-Religious-Affiliation-Social-Emotional-and-Cognitive-Differences.pdf","https://scholar.google.com/scholar?q=related:LNW-cZiO0OIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"120","10.1177/1948550617711229","Disproportionate use of lethal force in policing is associated with regional racial biases of residents","disproportionate use of lethal force in policing i",277,"E Hehman, JK Flake…",2018,"Social psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617711229",2,FALSE,277,55.4,92,3,5,"Due to a lack of data, the demographic and psychological factors associated with lethal force by police officers have remained insufficiently explored. We develop the first predictive …","https://journals.sagepub.com/doi/full/10.1177/1948550617711229","https://scholar.google.com/scholar?q=related:p75KWzymQ8YJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"121","10.1177/1948550617712028","Poisoned praise: Discounted praise backfires and undermines subordinate impressions in the minds of the powerful","poisoned praise discounted praise backfires and un",11,"JW Kunstman, CB Fitzpatrick…",2018,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617712028",89,FALSE,11,2.2,4,3,5,"High-power people frequently receive compliments from subordinates, yet little is known about how high-power people respond to praise. The current research addresses this gap in …","https://escholarship.org/content/qt8b22s585/qt8b22s585.pdf","https://scholar.google.com/scholar?q=related:2Ny3-MvjjQ4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"122","10.1177/1948550617712029","Hispanic population growth engenders conservative shift among non-Hispanic racial minorities","hispanic population growth engenders conservative ",80,"MA Craig, JA Richeson",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617712029",17,FALSE,80,16,40,2,5,"The racial/ethnic diversity of the United States is increasing, yet recent social psychological research has focused primarily on White Americans' reactions to this demographic trend …","https://spcl.yale.edu/sites/default/files/files/Craig_Richeson17SPPS.pdf","https://scholar.google.com/scholar?q=related:8thVirzN-x4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"123","10.1177/1948550617712030","Does partners' negative-direct communication during conflict help sustain perceived commitment and relationship quality across time?","does partners negativedirect communication during ",35,"NC Overall",2018,"Social Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617712030",45,FALSE,35,7,35,1,5,"The current study tested when partners' negative-direct communication promotes perceived commitment and helps preserve relationship quality and when partners' negative-direct …",NA,"https://scholar.google.com/scholar?q=related:dm1r7m0UR54J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"124","10.1177/1948550617712031","Are negative community attitudes toward welfare recipients associated with unemployment? Evidence from an Australian cross-sectional sample and longitudinal …","are negative community attitudes toward welfare re",22,"TP Schofield, P Butterworth",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617712031",66,FALSE,22,4.4,11,2,5,"Negative stereotyping and stigmatization of welfare recipients may account for the negative outcomes they experience. Much is known about the impact of stigma on welfare take-up …","https://journals.sagepub.com/doi/pdf/10.1177/1948550617712031","https://scholar.google.com/scholar?q=related:LR2uau3JqxsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"125","10.1177/1948550617712032","On feeling warm and being warm: Daily perceptions of physical warmth fluctuate with interpersonal warmth","on feeling warm and being warm daily perceptions o",45,"AK Fetterman, BM Wilkowski…",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617712032",35,FALSE,45,9,15,3,5,"Previous investigations have linked laboratory manipulations of physical warmth to momentary increases in interpersonal warmth. However, replication concerns have occurred …",NA,"https://scholar.google.com/scholar?q=related:oThmBCkNl5EJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"126","10.1177/1948550617712033","An evaluation of students' interest in and compliance with self-tracking methods: Recommendations for incentives based on three smartphone sensing studies","an evaluation of students interest in and complian",35,"GM Harari, SR Müller, V Mishra…",2017,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617712033",56,FALSE,35,5.83,9,4,6,"Self-tracking consists of recording the behaviors that occur in one's daily life. Self-tracking studies can provide researchers with passively sensed information about individual's daily …",NA,"https://scholar.google.com/scholar?q=related:xA236uIhxPEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
"127","10.1177/1948550617712034","False polarization and false moderation: Political opponents overestimate the extremity of each other's ideologies but underestimate each other's certainty","false polarization and false moderation political ",36,"CW Blatz, B Mercier",2018,"Social Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617712034",43,FALSE,36,7.2,18,2,5,"Past research finds that people hold moderate views on political issues while believing others are extreme. This false polarization has been demonstrated across a variety of …","https://www.researchgate.net/profile/Brett-Mercier/publication/317805805_False_Polarization_and_False_Moderation_Political_Opponents_Overestimate_the_Extremity_of_Each_Other's_Ideologies_but_Underestimate_Each_Other's_Certainty/links/5a6fe3050f7e9ba2e1c90525/False-Polarization-and-False-Moderation-Political-Opponents-Overestimate-the-Extremity-of-Each-Others-Ideologies-but-Underestimate-Each-Others-Certainty.pdf","https://scholar.google.com/scholar?q=related:zYI05F9gqycJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
