"","DOI","Title","trimmed_title","CombinedCites","CombinedAuthors","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","DOI_missing","CitationURL","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"234","10.1177/0146167218775690","Revealing clothing does not make the object: ERP evidences that cognitive objectification is driven by posture suggestiveness, not by revealing clothing","revealing clothing does not make the object erp ev",35,"P Bernard, F Hanoteau, S Gervais…",2019,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218775690","https://scholar.google.com/scholar?cites=5377631219178514950&as_sdt=2005&sciodt=0,5&hl=en",53,FALSE,NA,35,8.75,9,4,4,"Recent research found that sexualized bodies are visually processed similarly to objects. This article examines the effects of skin-to-clothing ratio and posture suggestiveness on …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218775690","https://scholar.google.com/scholar?q=related:BqovGBovoUoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"235","10.1177/0146167218775693","Two-faced morality: Distrust promotes divergent moral standards for the self versus others","twofaced morality distrust promotes divergent mora",35,"A Weiss, P Burgmer…",2018,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218775693","https://scholar.google.com/scholar?cites=16800161661097359834&as_sdt=2005&sciodt=0,5&hl=en",62,FALSE,NA,35,7,12,3,5,"People do not trust hypocrites, because they preach water, but drink wine. The current research shows that, ironically, when we distrust, we become moral hypocrites ourselves …","https://kar.kent.ac.uk/71350/1/Weiss%2C%20Burgmer%2C%20%26%20Mussweiler%20%282018%2C%20PSPB%29%20%E2%80%93%E2%80%93%20Distrust%20%26%20Moral%20Hypocrisy.pdf","https://scholar.google.com/scholar?q=related:2jnYCgUqJukJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"236","10.1177/0146167218775695","Implementation intentions reduce implicit stereotype activation and application","implementation intentions reduce implicit stereoty",13,"HR Rees, AM Rivers…",2019,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218775695","https://scholar.google.com/scholar?cites=3952387312885271394&as_sdt=2005&sciodt=0,5&hl=en",100,FALSE,NA,13,3.25,4,3,4,"Research has found that implementation intentions, if–then action plans (eg,“if I see a Black face, I will think safe”), reduce stereotyping on implicit measures. However, it is unknown by …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218775695","https://scholar.google.com/scholar?q=related:YotJB1Kz2TYJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"237","10.1177/0146167218775696","Where did this thought come from? A self-validation analysis of the perceived origin of thoughts","where did this thought come from a selfvalidation ",28,"M Gascó, P Briñol, D Santos…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218775696","https://scholar.google.com/scholar?cites=13207856698608172051&as_sdt=2005&sciodt=0,5&hl=en",74,FALSE,NA,28,5.6,7,4,5,"Three experiments examined whether perceiving thoughts as coming from internal versus external origins are more impactful on attitudes. Participants generated either positive or …","https://richardepetty.com/wp-content/uploads/2018/10/2018-pspb-gasco-brinol-santos-petty-horcajo-origin-of-thoughts.pdf","https://scholar.google.com/scholar?q=related:E7zNbLC7S7cJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"238","10.1177/0146167218777997","Can identity conflicts impede the success of ethnic minority students? Consequences of discrepancies between ethnic and ideal selves","can identity conflicts impede the success of ethni",13,"R Debrosse, M Rossignac-Milon…",2018,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218777997","https://scholar.google.com/scholar?cites=7492424966681145126&as_sdt=2005&sciodt=0,5&hl=en",107,FALSE,NA,13,2.6,4,3,5,"Because of stigma and underrepresentation, many ethnic minority students may find it difficult to align their ethnicities with their ideal selves. However, these difficulties and their …","https://blogs.cuit.columbia.edu/mayarossignacmilon/files/2018/11/Debrosse.et_.al_.PSPB_.2018.pdf","https://scholar.google.com/scholar?q=related:Ji9Mhc9w-mcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
"239","10.1177/0146167218778012","Exposure to biracial faces reduces colorblindness","exposure to biracial faces reduces colorblindness",29,"SE Gaither, NR Toosi, LG Babbitt…",2019,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218778012","https://scholar.google.com/scholar?cites=9481996872796618647&as_sdt=2005&sciodt=0,5&hl=en",72,FALSE,NA,29,7.25,7,4,4,"Across six studies, we demonstrate that exposure to biracial individuals significantly reduces endorsement of colorblindness as a racial ideology among White individuals. Real-world …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218778012","https://scholar.google.com/scholar?q=related:lz9oBOvRloMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"240","10.1177/0146167218779823","Unconventional consumption methods and enjoying things consumed: Recapturing the “first-time” experience","unconventional consumption methods and enjoying th",29,"E O'Brien, RW Smith",2019,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218779823","https://scholar.google.com/scholar?cites=9323159661514848359&as_sdt=2005&sciodt=0,5&hl=en",70,FALSE,NA,29,7.25,15,2,4,"People commonly lament the inability to re-experience familiar things as they were first experienced. Four experiments suggest that consuming familiar things in new ways can …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218779823","https://scholar.google.com/scholar?q=related:Z_jX4FCEYoEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"241","10.1177/0146167218780689","Best practices for testing the predictive validity of ideal partner preference-matching","best practices for testing the predictive validity",43,"PW Eastwick, EJ Finkel…",2019,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218780689","https://scholar.google.com/scholar?cites=2577721876467323298&as_sdt=2005&sciodt=0,5&hl=en",43,FALSE,NA,43,10.75,14,3,4,"Many psychological hypotheses require testing whether the similarity between two variables predicts important outcomes. For example, the ideal standards model posits that the match …","https://escholarship.org/content/qt0g34t897/qt0g34t897.pdf","https://scholar.google.com/scholar?q=related:opGWqGPoxSMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"242","10.1177/0146167218780692","Exploring cultural differences in the extent to which people perceive and desire control","exploring cultural differences in the extent to wh",30,"MJ Hornsey, KH Greenaway…",2019,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218780692","https://scholar.google.com/scholar?cites=12784829460059973903&as_sdt=2005&sciodt=0,5&hl=en",62,FALSE,NA,30,7.5,10,3,4,"In a seminal theory piece, Weisz and colleagues argued that control over one's environment was less attainable and desirable in Japan than in America. Subsequently, many scholars …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218780692","https://scholar.google.com/scholar?q=related:D-nSMKjWbLEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"243","10.1177/0146167218780695","The retrospective evaluation of positive and negative affect","the retrospective evaluation of positive and negat",34,"Y Ganzach, E Yaor",2019,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218780695","https://scholar.google.com/scholar?cites=17324684363091368552&as_sdt=2005&sciodt=0,5&hl=en",59,FALSE,NA,34,8.5,17,2,4,"A vast amount of literature examined the relationship between retrospective affective evaluations and evaluations of affective experiences. This literature has focused on simple …","https://journals.sagepub.com/doi/full/10.1177/0146167218780695","https://scholar.google.com/scholar?q=related:aFrTW6OkbfAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"244","10.1177/0146167218780698","Who is less likely to ostracize? Higher trait mindfulness predicts more inclusionary behavior","who is less likely to ostracize higher trait mindf",22,"EE Jones, JH Wirth, AT Ramsey…",2019,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218780698","https://scholar.google.com/scholar?cites=5314268125301326075&as_sdt=2005&sciodt=0,5&hl=en",78,FALSE,NA,22,5.5,6,4,4,"Despite the pain ostracism (being excluded and ignored) causes, researchers have minimally investigated factors related to reducing its occurrence. We investigated the …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218780698","https://scholar.google.com/scholar?q=related:-0DEKbQSwEkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"245","10.1177/0146167218780735","The infectiousness of crowds: Crowding experiences are amplified by pathogen threats","the infectiousness of crowds crowding experiences ",183,"IM Wang, JM Ackerman",2019,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218780735","https://scholar.google.com/scholar?cites=4155476023654717711&as_sdt=2005&sciodt=0,5&hl=en",2,FALSE,NA,183,45.75,92,2,4,"People sometimes perceive social environments as unpleasantly crowded. Previous work has linked these experiences to incidental factors such as being hungry or hot and to the …","https://journals.sagepub.com/doi/full/10.1177/0146167218780735","https://scholar.google.com/scholar?q=related:D5mXRm03qzkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"246","10.1177/0146167218780989","Muslim immigration, critical events, and the seeds of majority members' support for radical responses: An interactionist perspective","muslim immigration critical events and the seeds o",22,"S Stürmer, A Rohmann, L Froehlich…",2019,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218780989","https://scholar.google.com/scholar?cites=230641510200115847&as_sdt=2005&sciodt=0,5&hl=en",80,FALSE,NA,22,5.5,6,4,4,"This article uses an interactionist perspective to understand the role of media framings of critical events in catalyzing Western citizens' support for radical responses to Muslim …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218780989","https://scholar.google.com/scholar?q=related:hwLwRTtnMwMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"247","10.1177/0146167218781000","Benevolent sexism and mate preferences: Why do women prefer benevolent men despite recognizing that they can be undermining?","benevolent sexism and mate preferences why do wome",59,"P Gul, TR Kupfer",2019,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218781000","https://scholar.google.com/scholar?cites=5762234270567925254&as_sdt=2005&sciodt=0,5&hl=en",28,FALSE,NA,59,14.75,30,2,4,"Benevolent sexism (BS) has detrimental effects on women, yet women prefer men with BS attitudes over those without. The predominant explanation for this paradox is that women …","https://journals.sagepub.com/doi/pdf/10.1177/0146167218781000","https://scholar.google.com/scholar?q=related:BobIGYqR908J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"248","10.1177/0146167218781335","Who cares? Effects of social approach and avoidance motivation on responsiveness to others","who cares effects of social approach and avoidance",25,"J Nikitin, AM Freund",2019,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218781335","https://scholar.google.com/scholar?cites=17419150794349097153&as_sdt=2005&sciodt=0,5&hl=en",76,FALSE,NA,25,6.25,13,2,4,"Responsiveness to others (ie, our understanding, validation, and support of important aspects of others) significantly contributes to positive social relationships. In the present …","https://www.zora.uzh.ch/id/eprint/177629/1/Nikitin_Freund_PSPB_2019.pdf","https://scholar.google.com/scholar?q=related:wTAkWltBvfEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
"249","10.1177/0146167218781340","When people co-occur with good or bad events: Graded effects of relational qualifiers on evaluative conditioning","when people cooccur with good or bad events graded",49,"S Hughes, Y Ye, P Van Dessel…",2019,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167218781340","https://scholar.google.com/scholar?cites=10958244771147536966&as_sdt=2005&sciodt=0,5&hl=en",38,FALSE,NA,49,12.25,12,4,4,"Studies on evaluative conditioning show that a change in liking can occur whenever stimuli are paired. Such instances of attitude change are known to depend on the type of relation …","https://biblio.ugent.be/publication/8564278/file/8564279","https://scholar.google.com/scholar?q=related:RtoHYo-BE5gJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
