"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL","year"
"103",15,"MN Pham, N Barbaro, JK Mogilski, ...","Post-fight respect signals valuations of opponent's fighting performance",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216686661","https://scholar.google.com/scholar?cites=5707074184679214820&as_sdt=2005&sciodt=0,5&hl=en",103,2023-09-25 13:27:02,NA,"10.1177/0146167216686661",NA,NA,NA,NA,NA,NA,15,2.5,4,4,6,"The current research explores whether humans process inputs about combat (eg, assessments of formidability) that produce outputs of post-fight respect (eg, shaking an …","https://www.researchgate.net/profile/Todd-Shackelford/publication/311257158_Post-Fight_Respect_Signals_Valuations_of_Opponent's_Fighting_Performance/links/61a0fe6ff1d62445716cbbbd/Post-Fight-Respect-Signals-Valuations-of-Opponents-Fighting-Performance.pdf","https://scholar.google.com/scholar?q=related:5E6bzLuZM08J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"104",15,"F Mathmann, ET Higgins, M Chylinski, ...","When size matters: Sensitivity to missed opportunity size increases with stronger assessment",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217717244","https://scholar.google.com/scholar?cites=2814589149936318614&as_sdt=2005&sciodt=0,5&hl=en",104,2023-09-25 13:27:02,NA,"10.1177/0146167217717244",NA,NA,NA,NA,NA,NA,15,2.5,4,4,6,"This research shows that the strength of assessment orientation, defined as the “aspect of self-regulation concerned with critically evaluating entities or states,” increases a person's …","https://openaccess.city.ac.uk/id/eprint/17295/8/","https://scholar.google.com/scholar?q=related:lnifZuttDycJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"105",14,"JD Vorauer, MS Quesnel","Salient multiculturalism enhances minority group members' feelings of power",2017,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216679981","https://scholar.google.com/scholar?cites=13824279234326892827&as_sdt=2005&sciodt=0,5&hl=en",105,2023-09-25 13:27:02,NA,"10.1177/0146167216679981",NA,NA,NA,NA,NA,NA,14,2.33,7,2,6,"The present research examined how messages advocating different intergroup ideologies affect outcomes relevant to minority group members' ability to exert power in exchanges with …",NA,"https://scholar.google.com/scholar?q=related:GxHdLbi02b8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"106",12,"JF Salvatore, AL Meltzer, DS March, ...","Strangers with benefits: Attraction to outgroup men increases as fertility increases across the menstrual cycle",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216678860","https://scholar.google.com/scholar?cites=16030904162520874367&as_sdt=2005&sciodt=0,5&hl=en",106,2023-09-25 13:27:02,NA,"10.1177/0146167216678860",NA,NA,NA,NA,NA,NA,12,2,3,4,6,"Research typically reveals that outgroups are regarded with disinterest at best and hatred and enmity at worst. Working from an evolutionary framework, we identify a unique pattern of …","https://andreameltzer.com/wp-content/uploads/2019/09/PSPB-2017-Salvatore-et-al..pdf","https://scholar.google.com/scholar?q=related:fz1jg2Y2ed4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"107",13,"SJH McCann","Higher USA state resident neuroticism is associated with lower state volunteering rates",2017,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217724802","https://scholar.google.com/scholar?cites=16819617673194568787&as_sdt=2005&sciodt=0,5&hl=en",107,2023-09-25 13:27:02,NA,"10.1177/0146167217724802",NA,NA,NA,NA,NA,NA,13,2.17,13,1,6,"Highly neurotic persons have dispositional characteristics that tend to precipitate social anxiety that discourages formal volunteering. With the 50 American states as analytical units …","https://www.researchgate.net/profile/Stewart-Mccann/publication/319068157_Higher_USA_State_Resident_Neuroticism_Is_Associated_With_Lower_State_Volunteering_Rates/links/5eb818e4a6fdcc1f1dcb3eac/Higher-USA-State-Resident-Neuroticism-Is-Associated-With-Lower-State-Volunteering-Rates.pdf","https://scholar.google.com/scholar?q=related:U_yk3ChJa-kJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"108",16,"V Job, J Nikitin, SX Zhang, PB Carr, ...","Social traces of generic humans increase the value of everyday objects",2017,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217697694","https://scholar.google.com/scholar?cites=10406836756516872265&as_sdt=2005&sciodt=0,5&hl=en",108,2023-09-25 13:27:02,NA,"10.1177/0146167217697694",NA,NA,NA,NA,NA,NA,16,2.67,3,5,6,"Past research finds that people behave as though the particular qualities of specific, strongly valenced individuals “rub off” on objects. People thus value a sweater worn by George …","https://www.researchgate.net/profile/Jana-Nikitin/publication/316167601_Social_Traces_of_Generic_Humans_Increase_the_Value_of_Everyday_Objects/links/5ddf96c54585159aa44f1412/Social-Traces-of-Generic-Humans-Increase-the-Value-of-Everyday-Objects.pdf","https://scholar.google.com/scholar?q=related:SaCqa-SCbJAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"109",12,"S Jun, BS Lowery, L Guillory","Keeping minorities happy: Hierarchy maintenance and Whites' decreased support for highly identified White politicians",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217722554","https://scholar.google.com/scholar?cites=8310601745926077159&as_sdt=2005&sciodt=0,5&hl=en",109,2023-09-25 13:27:02,NA,"10.1177/0146167217722554",NA,NA,NA,NA,NA,NA,12,2,4,3,6,"We test the hypothesis that, to avoid provoking minorities, Whites will withhold their support for White political candidates who are highly identified with their race. In Study 1, we found …",NA,"https://scholar.google.com/scholar?q=related:5zqqp0EwVXMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"110",12,"JV Petrocelli, MB Whitmire","Emotion decoding and incidental processing fluency as antecedents of attitude certainty",2017,"… and social psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217700606","https://scholar.google.com/scholar?cites=15882132641453153378&as_sdt=2005&sciodt=0,5&hl=en",110,2023-09-25 13:27:02,NA,"10.1177/0146167217700606",NA,NA,NA,NA,NA,NA,12,2,6,2,6,"Previous research demonstrates that attitude certainty influences the degree to which an attitude changes in response to persuasive appeals. In the current research, decoding …","https://www.researchgate.net/profile/John-Petrocelli/publication/316712385_Emotion_Decoding_and_Incidental_Processing_Fluency_as_Antecedents_of_Attitude_Certainty/links/5a090f500f7e9b68229cd594/Emotion-Decoding-and-Incidental-Processing-Fluency-as-Antecedents-of-Attitude-Certainty.pdf","https://scholar.google.com/scholar?q=related:YpxzgX2raNwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"111",10,"S Deri, EM Zitek","Did you reject me for someone else? rejections that are comparative feel worse",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217726988","https://scholar.google.com/scholar?cites=64865004466688602&as_sdt=2005&sciodt=0,5&hl=en",111,2023-09-25 13:27:02,NA,"10.1177/0146167217726988",NA,NA,NA,NA,NA,NA,10,1.67,5,2,6,"Rejections differ. For those who are rejected, one important difference is whether they are rejected for someone else (comparative rejection) or no one at all (noncomparative …","https://www.researchgate.net/profile/Emily-Zitek/publication/319308927_Did_You_Reject_Me_for_Someone_Else_Rejections_That_Are_Comparative_Feel_Worse/links/5fd6ec8e92851c13fe84d4a4/Did-You-Reject-Me-for-Someone-Else-Rejections-That-Are-Comparative-Feel-Worse.pdf","https://scholar.google.com/scholar?q=related:WlKXvWBy5gAJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"112",11,"S Joel, SS Spielmann, ...","Motivated use of numerical anchors for judgments relevant to the self",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217702613","https://scholar.google.com/scholar?cites=3190426957549906467&as_sdt=2005&sciodt=0,5&hl=en",112,2023-09-25 13:27:02,NA,"10.1177/0146167217702613",NA,NA,NA,NA,NA,NA,11,1.83,4,3,6,"The anchoring effect has been replicated so extensively that it is generally thought to be ubiquitous. However, anchoring has primarily been tested in domains in which people are …","https://www.researchgate.net/profile/Samantha-Joel/publication/316581147_Motivated_Use_of_Numerical_Anchors_for_Judgments_Relevant_to_the_Self/links/5be1cde8299bf1124fbf1811/Motivated-Use-of-Numerical-Anchors-for-Judgments-Relevant-to-the-Self.pdf","https://scholar.google.com/scholar?q=related:I6qXDmqsRiwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"113",11,"R Smallman, B Becker","Motivational differences in seeking out evaluative categorization information",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217704191","https://scholar.google.com/scholar?cites=14030313883014100866&as_sdt=2005&sciodt=0,5&hl=en",113,2023-09-25 13:27:02,NA,"10.1177/0146167217704191",NA,NA,NA,NA,NA,NA,11,1.83,6,2,6,"Previous research shows that people draw finer evaluative distinctions when rating liked versus disliked objects (eg, wanting a 5-point scale to evaluate liked cuisines and a 3-point …",NA,"https://scholar.google.com/scholar?q=related:gndJDCSwtcIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"114",12,"JK Clark, KC Thiem, S Kang","Positive stereotype validation: The bolstering effects of activating positive stereotypes after intellectual performance",2017,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217723324","https://scholar.google.com/scholar?cites=9949540860976552872&as_sdt=2005&sciodt=0,5&hl=en",114,2023-09-25 13:27:02,NA,"10.1177/0146167217723324",NA,NA,NA,NA,NA,NA,12,2,4,3,6,"Past research has found that members of stigmatized groups may feel more certain of poor performance when negative stereotypes are made accessible after finishing a task (ie …",NA,"https://scholar.google.com/scholar?q=related:qNu9uLLeE4oJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"115",10,"LC Day, A Muise, EA Impett","Is comparison the thief of joy? Sexual narcissism and social comparisons in the domain of sexuality",2017,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167216678862","https://scholar.google.com/scholar?cites=13331257207859512807&as_sdt=2005&sciodt=0,5&hl=en",115,2023-09-25 13:27:02,NA,"10.1177/0146167216678862",NA,NA,NA,NA,NA,NA,10,1.67,3,3,6,"Are people who are high in sexual narcissism more sensitive to information comparing their sex lives with the sex lives of others? Does this sensitivity explain narcissists' lower sexual …","https://www.amymuise.com/s/Is-Comparison-the-Thief-of-Joy-Sexual-Narcissism-and-Social-Comparisons-in-the-Domain-of-Sexuality.pdf","https://scholar.google.com/scholar?q=related:5wXVa8wjArkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"116",8,"G Hirschberger, J Hayes, A Shtrul, ...","The existential underpinnings of intergroup helping: When normative and defensive motivations collide",2017,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217718524","https://scholar.google.com/scholar?cites=9190899295508696301&as_sdt=2005&sciodt=0,5&hl=en",116,2023-09-25 13:27:02,NA,"10.1177/0146167217718524",NA,NA,NA,NA,NA,NA,8,1.33,2,4,6,"Five studies examined defensive intergroup helping—when responsibility for an out-group victim's injury decreases helping, whereas lack of responsibility increases helping when …","https://www.researchgate.net/profile/Gilad-Hirschberger/publication/318528653_The_Existential_Underpinnings_of_Intergroup_Helping_When_Normative_and_Defensive_Motivations_Collide/links/5a79a44ca6fdcc4ffe912708/The-Existential-Underpinnings-of-Intergroup-Helping-When-Normative-and-Defensive-Motivations-Collide.pdf","https://scholar.google.com/scholar?q=related:7QwvuzaijH8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"117",9,"IC Culcea, AL Freitas","Subjective importance as a cue for self-reference",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217705111","https://scholar.google.com/scholar?cites=5864435585638536349&as_sdt=2005&sciodt=0,5&hl=en",117,2023-09-25 13:27:02,NA,"10.1177/0146167217705111",NA,NA,NA,NA,NA,NA,9,1.5,5,2,6,"We investigated whether people's judgments of self-reference could be influenced by cues of importance. Our investigation builds on evidence that information related to the self is …","http://www.psychology.sunysb.edu/afreitas-/publications/culcea_freitas2017.pdf","https://scholar.google.com/scholar?q=related:nRQlEhipYlEJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"118",11,"SH Schwartz","Values and behavior: Taking a cross culture perpective",2017,"Personality and Social Psychology Bulletin",NA,NA,"https://scholar.google.com/scholar?cites=12162090830999914932&as_sdt=2005&sciodt=0,5&hl=en",118,2023-09-25 13:27:02,"CITATION",NA,NA,NA,NA,NA,NA,NA,11,1.83,11,1,6,NA,NA,"https://scholar.google.com/scholar?q=related:tAnJWyxtyKgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"119",3,"G Valenti, LK Libby","Considering roads taken and not taken: How psychological distance influences the framing of choice events",2017,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167217711916","https://scholar.google.com/scholar?cites=17626492545000251143&as_sdt=2005&sciodt=0,5&hl=en",119,2023-09-25 13:27:02,NA,"10.1177/0146167217711916",NA,NA,NA,NA,NA,NA,3,0.5,2,2,6,"After people make choices, they can frame the choice event in terms of what they chose, or in terms of what they did not choose. The current research proposes psychological distance …","https://www.researchgate.net/profile/Lisa-Libby/publication/317674425_Considering_Roads_Taken_and_Not_Taken_How_Psychological_Distance_Influences_the_Framing_of_Choice_Events/links/6201367e6b16d97aed266e08/Considering-Roads-Taken-and-Not-Taken-How-Psychological-Distance-Influences-the-Framing-of-Choice-Events.pdf","https://scholar.google.com/scholar?q=related:B5_PnJThnfQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
"120",4,"JP Wilson, JD Remedios, NO Rule","When double-minority status may be beneficial: Obvious and ambiguous social categories interact in perceptions of leadership",2017,"Personality and Social Psychology Bulletin",NA,NA,"https://scholar.google.com/scholar?cites=11449332447269155505&as_sdt=2005&sciodt=0,5&hl=en",120,2023-09-25 13:27:02,"CITATION",NA,NA,NA,NA,NA,NA,NA,4,0.67,1,3,6,NA,NA,"https://scholar.google.com/scholar?q=related:sfLUGjMz5J4J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017",2017
